dataTitle	Ammianus_Marcellinus	Braille	BIND	Condom	Association_football	Economy_of_Croatia	Committee_on_Data_for_Science_and_Technology	Isolationism	Clock	Balkans	Afghan_Hound	Digamma	Geography_of_Bosnia_and_Herzegovina	Casa_Mil_	Euler_s_formula	Caesium	Hertz	Dave_Barry	Habitus__sociology_	Empress_Gensh_
                                              Apollo 16	0.0485	0.1192	0.0537	0.1208	0.1114	0.0409	-0.0017	0.0407	0.1819	0.0924	0.0880	0.0510	0.0097	0.0011	0.0093	0.1492	0.0671	0.0452	0.0491	0.0154
                                     Politics of Canada	0.0457	0.1031	0.0318	0.1205	0.0927	0.0173	-0.0161	0.0463	0.1531	0.0809	0.0472	0.0407	0.0178	-0.0022	0.0100	0.1042	0.0485	0.0187	0.0524	0.0138
                                        Andrei Sakharov	0.0550	0.0980	0.0546	0.1500	0.1085	0.0354	0.0095	0.0497	0.1746	0.0967	0.0862	0.0505	0.0018	0.0011	0.0061	0.1472	0.0545	0.0484	0.0589	0.0163
           George Hamilton-Gordon, 4th Earl of Aberdeen	0.0560	0.0752	0.0222	0.0824	0.0658	0.0158	-0.0158	0.0412	0.1377	0.0576	0.0382	0.0398	0.0087	-0.0073	0.0005	0.0748	0.0177	0.0123	0.0359	0.0146
                                              Davy lamp	0.0616	0.1077	0.0584	0.1254	0.1116	0.0254	-0.0010	0.0536	0.1819	0.0867	0.0721	0.0607	0.0196	0.0155	0.0099	0.1272	0.0547	0.0392	0.0640	0.0238
                                               Honolulu	0.0503	0.1117	0.0603	0.1227	0.1099	0.0464	-0.0000	0.0538	0.1691	0.1023	0.0866	0.0513	0.0253	0.0055	0.0095	0.1315	0.0664	0.0484	0.0507	0.0202
                                               Dyslexia	0.0560	0.1299	0.0675	0.1967	0.1267	0.0527	0.0214	0.0585	0.2209	0.1159	0.0964	0.0822	0.0061	0.0043	0.0150	0.1960	0.0616	0.0459	0.0850	0.0300
                                     Fairmount, Indiana	0.0461	0.1038	0.0561	0.1285	0.1133	0.0372	0.0012	0.0536	0.1654	0.1162	0.0867	0.0460	0.0211	0.0043	0.0113	0.1326	0.0525	0.0625	0.0442	0.0202
                                 Biomedical engineering	0.0328	0.1201	0.0394	0.1348	0.0962	0.0184	-0.0140	0.0371	0.1968	0.0696	0.0629	0.0449	0.0149	-0.0055	0.0105	0.1456	0.0606	0.0211	0.0585	0.0061
                                                Dr. Dre	0.0510	0.1215	0.0654	0.1382	0.1193	0.0419	0.0070	0.0515	0.1703	0.1055	0.0943	0.0562	0.0126	0.0041	0.0064	0.1365	0.0737	0.0741	0.0661	0.0254
                                              Abensberg	0.0350	0.0660	0.0185	0.0629	0.0576	0.0030	-0.0204	0.0269	0.1278	0.0507	0.0410	0.0429	0.0271	-0.0024	0.0090	0.0724	0.0218	0.0014	0.0278	0.0125
                                       Dartmouth, Devon	0.0529	0.1046	0.0580	0.1188	0.1173	0.0394	-0.0014	0.0488	0.1691	0.0974	0.0871	0.0590	0.0248	0.0075	0.0137	0.1215	0.0595	0.0491	0.0491	0.0207
  Diagnostic and Statistical Manual of Mental Disorders	0.0428	0.1153	0.0492	0.1639	0.1028	0.0281	0.0034	0.0460	0.1796	0.0820	0.0722	0.0568	0.0051	-0.0006	0.0114	0.1510	0.0540	0.0348	0.0720	0.0129
                                          Emperor Seiwa	0.0664	0.0881	0.0387	0.0889	0.0825	0.0201	0.0003	0.0471	0.1296	0.0726	0.0554	0.0493	0.0101	0.0092	0.0151	0.0988	0.0401	0.0383	0.0424	0.1689
                                                 Gomoku	0.0395	0.1230	0.0443	0.1130	0.1153	0.0238	-0.0075	0.0421	0.1604	0.0762	0.0753	0.0560	0.0149	0.0018	0.0185	0.1166	0.0603	0.0314	0.0440	0.0162
                                Encyclopædia Britannica	0.1015	0.1242	0.0636	0.1490	0.1208	0.0350	0.0031	0.0534	0.2055	0.1058	0.0860	0.0714	0.0104	0.0013	0.0110	0.1677	0.0612	0.0488	0.0633	0.0245
                                    Axiom of regularity	0.0405	0.0901	0.0255	0.0995	0.0652	-0.0019	-0.0134	0.0322	0.1631	0.0522	0.0439	0.0541	0.0073	-0.0108	0.0322	0.1123	0.0410	0.0013	0.0540	-0.0045
                                     God Save the Queen	0.0575	0.1101	0.0533	0.1228	0.1239	0.0271	-0.0057	0.0528	0.1685	0.0902	0.0759	0.0595	0.0153	0.0020	0.0138	0.1168	0.0557	0.0403	0.0570	0.0228
                                               Helium-3	0.0400	0.1109	0.0426	0.1119	0.0855	0.0307	-0.0043	0.0390	0.1683	0.0792	0.0617	0.0534	0.0170	0.0025	0.0219	0.1731	0.0692	0.0232	0.0543	0.0114
                                              Collation	0.0306	0.1601	0.0164	0.0979	0.0746	-0.0062	-0.0318	0.0357	0.1768	0.0428	0.0344	0.0850	0.0093	-0.0118	0.0277	0.1019	0.0490	0.0000	0.0480	-0.0029
                                           Andre Agassi	0.0513	0.1214	0.0676	0.1411	0.1481	0.0456	0.0096	0.0548	0.1653	0.1154	0.1084	0.0535	0.0103	0.0043	0.0051	0.1369	0.0731	0.0776	0.0590	0.0234
                                            December 19	0.0157	0.0492	-0.0127	0.0314	0.0424	-0.0133	-0.0287	0.0178	0.1056	0.0288	0.0097	-0.0090	-0.0010	-0.0264	-0.0179	0.0414	-0.0132	0.0104	0.0084	-0.0168
                                          Ask and Embla	0.0647	0.0877	0.0272	0.0957	0.0765	0.0172	-0.0127	0.0446	0.1652	0.0734	0.0560	0.0622	0.0172	0.0030	0.0101	0.0972	0.0330	0.0269	0.0484	0.0370
                                       Bubblegum Crisis	0.0431	0.0990	0.0372	0.0953	0.0822	0.0163	-0.0137	0.0370	0.1314	0.0604	0.0638	0.0455	0.0067	0.0068	0.0043	0.0945	0.0445	0.0340	0.0456	0.0167
                                                Caldera	0.0298	0.0735	0.0184	0.0752	0.0583	0.0109	-0.0145	0.0281	0.1342	0.0583	0.0475	0.0405	0.0185	-0.0048	0.0073	0.1048	0.0352	0.0067	0.0333	0.0011
                    History of the Mediterranean region	0.0650	0.0751	0.0269	0.0915	0.0744	0.0201	-0.0176	0.0491	0.1573	0.1062	0.0504	0.0590	0.0413	-0.0052	0.0114	0.0858	0.0310	0.0139	0.0397	0.0172
                                                 Dachau	0.0303	0.0662	0.0238	0.0637	0.0494	0.0112	-0.0251	0.0256	0.1289	0.0557	0.0391	0.0388	0.0340	0.0002	0.0074	0.0664	0.0227	0.0019	0.0222	0.0037
                            Hypertext Transfer Protocol	0.0450	0.1322	0.0668	0.1294	0.1060	0.0269	-0.0059	0.0423	0.1826	0.0821	0.0647	0.0595	0.0112	0.0077	0.0212	0.1342	0.0734	0.0282	0.0548	0.0129
                                          Charles Goren	0.0555	0.0882	0.0330	0.0923	0.0860	0.0087	-0.0169	0.0432	0.1567	0.0534	0.0520	0.0382	0.0080	-0.0001	0.0012	0.0952	0.0336	0.0337	0.0511	0.0202
                           Telecommunications in Guinea	0.0493	0.1162	0.0507	0.1107	0.1084	0.0396	-0.0012	0.0593	0.1641	0.1000	0.0605	0.0446	0.0216	0.0133	0.0142	0.1265	0.0540	0.0239	0.0541	0.0275
                                           Benzoic acid	0.0391	0.0842	0.0453	0.1119	0.0784	0.0308	0.0006	0.0316	0.1492	0.0667	0.0645	0.0493	0.0108	-0.0047	0.0143	0.1598	0.0510	0.0224	0.0529	0.0144
                                                  Druze	0.0582	0.1017	0.0496	0.1247	0.0989	0.0295	-0.0057	0.0490	0.1658	0.1026	0.0698	0.0586	0.0186	0.0028	0.0135	0.1192	0.0472	0.0290	0.0578	0.0221
                                      Elliptic integral	0.0214	0.0773	0.0186	0.0568	0.0475	-0.0051	-0.0200	0.0146	0.1193	0.0378	0.0263	0.0365	-0.0018	-0.0102	0.1137	0.0815	0.0490	-0.0010	0.0235	-0.0034
                                            Blind Blake	0.0531	0.0929	0.0309	0.0998	0.0782	0.0140	-0.0115	0.0293	0.1478	0.0547	0.0566	0.0438	0.0134	-0.0023	0.0026	0.0988	0.0362	0.0458	0.0527	0.0167
                                       Outline of dance	0.0234	0.0643	0.0272	0.0614	0.0595	0.0109	-0.0228	0.0300	0.1196	0.0564	0.0340	0.0323	0.0252	-0.0059	0.0003	0.0664	0.0245	0.0121	0.0432	0.0102
                             Hull classification symbol	0.0282	0.0752	0.0205	0.0746	0.0614	-0.0018	-0.0221	0.0253	0.1392	0.0428	0.0285	0.0339	-0.0012	-0.0084	-0.0000	0.0915	0.0241	0.0059	0.0290	0.0028
                                         Doppler effect	0.0405	0.0890	0.0255	0.1002	0.0683	0.0046	-0.0144	0.0329	0.1676	0.0554	0.0399	0.0459	0.0082	-0.0042	0.0243	0.1189	0.0641	0.0070	0.0400	0.0026
                                            Casino game	0.0231	0.1067	0.0235	0.1049	0.1059	0.0189	-0.0237	0.0337	0.1694	0.0527	0.0491	0.0503	0.0133	-0.0103	0.0165	0.1160	0.0464	0.0078	0.0322	-0.0030
                                             Copenhagen	0.0638	0.1367	0.0833	0.1639	0.1427	0.0649	0.0120	0.0683	0.1997	0.1405	0.1171	0.0760	0.0288	0.0109	0.0180	0.1611	0.0907	0.0770	0.0673	0.0290
                                      Glagolitic script	0.0560	0.1072	0.0279	0.0746	0.0606	0.0321	-0.0123	0.0249	0.1354	0.0978	0.0429	0.0853	0.0154	0.0015	0.0035	0.0782	0.0193	0.0055	0.0406	0.0147
                                                Ahmed I	0.0532	0.0839	0.0389	0.0970	0.0802	0.0310	-0.0084	0.0380	0.1404	0.0946	0.0577	0.0508	0.0143	0.0029	0.0101	0.0933	0.0393	0.0298	0.0439	0.0303
                                              Cane toad	0.0596	0.1072	0.0554	0.1449	0.1078	0.0383	0.0065	0.0414	0.1793	0.0888	0.0865	0.0664	0.0163	0.0010	0.0120	0.1472	0.0520	0.0329	0.0581	0.0230
                  International Telecommunication Union	0.0441	0.1466	0.0863	0.1775	0.1482	0.0545	0.0051	0.0796	0.1982	0.1313	0.0884	0.0581	0.0143	0.0092	0.0159	0.1740	0.0953	0.0569	0.0665	0.0203
                                          Buffalo Bills	0.0419	0.0927	0.0363	0.1019	0.1100	0.0264	-0.0056	0.0401	0.1413	0.0818	0.0688	0.0531	0.0149	-0.0020	0.0067	0.1029	0.0479	0.0440	0.0455	0.0157
                                                 Celery	0.0522	0.0971	0.0429	0.1258	0.0882	0.0340	0.0008	0.0423	0.1600	0.0751	0.0776	0.0730	0.0193	-0.0017	0.0128	0.1281	0.0537	0.0271	0.0568	0.0179
                                     Henryk Sienkiewicz	0.0736	0.1042	0.0523	0.1166	0.1072	0.0409	0.0020	0.0434	0.1631	0.0874	0.0768	0.0633	0.0069	0.0182	0.0079	0.1139	0.0425	0.0452	0.0528	0.0476
                                           Chaos theory	0.0480	0.1084	0.0460	0.1438	0.0938	0.0309	0.0067	0.0393	0.2025	0.0791	0.0731	0.0657	0.0052	-0.0078	0.0284	0.1619	0.0539	0.0265	0.0743	0.0115
                                       Cordwainer Smith	0.0493	0.0826	0.0224	0.0832	0.0572	0.0037	-0.0204	0.0417	0.1375	0.0490	0.0413	0.0399	0.0103	-0.0026	0.0031	0.0838	0.0275	0.0258	0.0426	0.0097
                                   Geography of Grenada	0.0237	0.0685	0.0010	0.0543	0.0391	0.0119	-0.0258	0.0086	0.1159	0.0597	0.0226	0.0221	0.0454	-0.0126	0.0011	0.0595	0.0132	-0.0058	0.0220	0.0015
                                              Armadillo	0.0455	0.0977	0.0405	0.1372	0.1016	0.0307	0.0175	0.0378	0.1643	0.0830	0.0882	0.0606	0.0081	-0.0022	0.0099	0.1433	0.0460	0.0363	0.0553	0.0174
                                     Absolute magnitude	0.0158	0.0904	0.0239	0.0805	0.0550	0.0074	-0.0193	0.0261	0.1599	0.0434	0.0427	0.0404	0.0121	-0.0048	0.0672	0.1279	0.0661	0.0103	0.0389	0.0008
                                   Bayesian probability	0.0618	0.1066	0.0447	0.1203	0.0867	0.0199	-0.0071	0.0491	0.1897	0.0736	0.0590	0.0562	0.0092	-0.0003	0.0228	0.1416	0.0476	0.0278	0.0778	0.0250
                                               Biathlon	0.0333	0.0901	0.0236	0.0802	0.1050	0.0088	-0.0216	0.0388	0.1469	0.0549	0.0529	0.0442	0.0171	-0.0041	0.0122	0.0848	0.0414	0.0081	0.0364	0.0051
                                                Centaur	0.0578	0.0788	0.0248	0.0781	0.0672	0.0127	-0.0214	0.0341	0.1333	0.0593	0.0487	0.0630	0.0248	-0.0037	0.0103	0.0778	0.0326	0.0142	0.0472	0.0172
                                   Edward Bulwer-Lytton	0.0673	0.0922	0.0439	0.0992	0.0941	0.0205	-0.0080	0.0399	0.1567	0.0760	0.0595	0.0501	0.0091	0.0049	0.0080	0.1031	0.0423	0.0409	0.0503	0.0358
                                   Church–Turing thesis	0.0565	0.1077	0.0379	0.1241	0.0764	0.0159	-0.0037	0.0437	0.1896	0.0655	0.0575	0.0679	0.0066	-0.0051	0.0304	0.1266	0.0517	0.0165	0.0702	0.0102
                                                 Ducati	0.0468	0.1045	0.0514	0.1237	0.1044	0.0339	0.0011	0.0405	0.1694	0.0919	0.0765	0.0485	0.0092	-0.0019	0.0081	0.1185	0.0563	0.0397	0.0473	0.0140
                                                Bigfoot	0.0603	0.1183	0.0741	0.1613	0.1382	0.0440	0.0119	0.0595	0.1861	0.1174	0.1040	0.0686	0.0127	0.0047	0.0147	0.1561	0.0723	0.0702	0.0701	0.0262
                                       Cleveland Browns	0.0474	0.1040	0.0489	0.1173	0.1223	0.0358	0.0012	0.0446	0.1573	0.0986	0.0825	0.0605	0.0126	0.0015	0.0105	0.1140	0.0527	0.0496	0.0549	0.0250
                             Sid Meier's Alpha Centauri	0.0568	0.1163	0.0638	0.1338	0.1112	0.0327	-0.0003	0.0420	0.1735	0.0840	0.0724	0.0517	0.0069	0.0055	0.0069	0.1340	0.0600	0.0453	0.0579	0.0227
                                              Gilgamesh	0.0773	0.1003	0.0517	0.1027	0.0940	0.0237	-0.0111	0.0530	0.1642	0.0792	0.0532	0.0667	0.0139	-0.0032	0.0160	0.1044	0.0444	0.0349	0.0636	0.0269
                                Individualist anarchism	0.0550	0.0851	0.0362	0.1047	0.0923	0.0190	-0.0058	0.0485	0.1466	0.0777	0.0690	0.0495	0.0101	-0.0002	0.0054	0.1052	0.0377	0.0311	0.0683	0.0273
                                      Book of Zephaniah	0.0459	0.0767	0.0334	0.0821	0.0601	0.0057	-0.0133	0.0390	0.1353	0.0507	0.0326	0.0491	0.0093	-0.0060	0.0078	0.0958	0.0332	0.0209	0.0428	0.0099
                                Longest word in English	0.0427	0.1099	0.0367	0.0997	0.0829	0.0162	-0.0084	0.0337	0.1374	0.0665	0.0670	0.0638	0.0124	-0.0031	0.0063	0.1066	0.0571	0.0341	0.0492	0.0177
                                     Economy of Denmark	0.0388	0.1198	0.0756	0.1432	0.1183	0.0714	-0.0033	0.0641	0.1899	0.1200	0.0731	0.0469	0.0197	0.0208	0.0073	0.1426	0.0656	0.0605	0.0539	0.0120
                                          Emperor Kōbun	0.0703	0.0819	0.0287	0.0795	0.0743	0.0148	-0.0099	0.0477	0.1446	0.0634	0.0483	0.0469	0.0099	0.0093	0.0119	0.0874	0.0325	0.0267	0.0419	0.1849
                                Hungarian Defence Force	0.0449	0.0835	0.0346	0.0834	0.0734	0.0268	-0.0114	0.0442	0.1335	0.0810	0.0498	0.0406	0.0190	-0.0023	0.0091	0.0854	0.0340	0.0232	0.0331	0.0122
                                    Borsuk–Ulam theorem	0.0314	0.0859	0.0240	0.0921	0.0670	0.0066	-0.0089	0.0202	0.1552	0.0376	0.0399	0.0556	0.0077	-0.0086	0.0451	0.1000	0.0395	0.0030	0.0360	-0.0060
                                  Georgian Armed Forces	0.0455	0.0988	0.0384	0.1018	0.0823	0.0264	-0.0162	0.0455	0.1390	0.0808	0.0554	0.0426	0.0242	-0.0019	0.0097	0.1037	0.0379	0.0211	0.0383	0.0069
                                                   MDMA	0.0423	0.1005	0.0517	0.1560	0.0991	0.0401	0.0074	0.0363	0.1698	0.0831	0.0760	0.0554	0.0037	-0.0009	0.0063	0.1527	0.0484	0.0325	0.0571	0.0167
                                           Edmund Burke	0.0689	0.0922	0.0304	0.1009	0.0797	0.0173	-0.0135	0.0451	0.1536	0.0655	0.0530	0.0535	0.0107	-0.0048	0.0072	0.0919	0.0358	0.0240	0.0583	0.0257
                                 Dance Dance Revolution	0.0294	0.1102	0.0326	0.0945	0.0846	0.0070	-0.0209	0.0312	0.1615	0.0567	0.0573	0.0458	0.0136	-0.0081	0.0062	0.0973	0.0436	0.0152	0.0418	0.0062
                                                Dieting	0.0459	0.1028	0.0432	0.1568	0.0950	0.0377	0.0148	0.0352	0.1789	0.0697	0.0892	0.0581	0.0038	-0.0108	0.0075	0.1424	0.0461	0.0281	0.0631	0.0111
                                   Gaussian elimination	0.0263	0.1038	0.0241	0.0814	0.0607	0.0005	-0.0251	0.0214	0.1482	0.0427	0.0321	0.0465	0.0038	-0.0099	0.0493	0.0950	0.0464	-0.0020	0.0394	-0.0031
                                              Esperanto	0.0517	0.1219	0.0455	0.1204	0.0956	0.0279	-0.0051	0.0508	0.1610	0.0945	0.0660	0.0649	0.0109	-0.0035	0.0111	0.1132	0.0586	0.0336	0.0534	0.0138
                                            French horn	0.0326	0.1015	0.0199	0.0926	0.0773	0.0041	-0.0243	0.0391	0.1605	0.0452	0.0482	0.0525	0.0168	-0.0103	0.0098	0.0980	0.0356	0.0065	0.0427	0.0051
                                           Instrumental	0.0438	0.1120	0.0521	0.0944	0.0982	0.0381	0.0098	0.0343	0.1682	0.0991	0.0620	0.0482	0.0007	-0.0001	-0.0014	0.1213	0.0388	0.0361	0.0418	0.0120
                                         Murmured voice	0.0416	0.1221	0.0225	0.0884	0.0667	0.0053	-0.0241	0.0336	0.1577	0.0522	0.0456	0.0770	0.0130	-0.0137	0.0164	0.0900	0.0442	0.0058	0.0421	-0.0019
                       Delaware General Corporation Law	0.0430	0.1100	0.0625	0.1495	0.1135	0.0390	0.0044	0.0525	0.1568	0.0897	0.0672	0.0574	0.0081	0.0056	0.0099	0.1298	0.0540	0.0410	0.0605	0.0193
                                       Alfred the Great	0.0650	0.0799	0.0292	0.0984	0.0822	0.0055	-0.0122	0.0379	0.1556	0.0650	0.0543	0.0538	0.0126	-0.0046	0.0144	0.0920	0.0292	0.0180	0.0483	0.0150
                                Economy of Burkina Faso	0.0309	0.1020	0.0493	0.1188	0.0905	0.0717	-0.0090	0.0471	0.1465	0.1003	0.0621	0.0362	0.0282	-0.0049	0.0056	0.1269	0.0509	0.0363	0.0412	0.0054
                                                 Enzyme	0.0413	0.1003	0.0402	0.1427	0.0863	0.0343	-0.0057	0.0289	0.1746	0.0626	0.0622	0.0573	0.0075	-0.0077	0.0212	0.1626	0.0534	0.0158	0.0592	0.0134
                                                  Franc	0.0384	0.0994	0.0201	0.0836	0.0622	0.0107	-0.0243	0.0483	0.1428	0.0738	0.0413	0.0443	0.0224	-0.0034	0.0131	0.0763	0.0308	-0.0017	0.0300	0.0049
                                                 Eocene	0.0436	0.0867	0.0273	0.0936	0.0687	0.0153	-0.0143	0.0335	0.1481	0.0623	0.0532	0.0518	0.0239	-0.0032	0.0078	0.1246	0.0249	0.0092	0.0402	0.0114
                                          Down syndrome	0.0553	0.1203	0.0664	0.2026	0.1213	0.0532	0.0247	0.0444	0.2144	0.1075	0.1051	0.0807	0.0043	0.0001	0.0135	0.1841	0.0622	0.0445	0.0780	0.0299
                                         Central Europe	0.0602	0.1181	0.0686	0.1397	0.1382	0.0810	0.0066	0.0727	0.1958	0.1827	0.0951	0.0656	0.0413	0.0047	0.0119	0.1434	0.0708	0.0621	0.0628	0.0230
                               American Football League	0.0440	0.0966	0.0393	0.1213	0.1336	0.0167	-0.0072	0.0421	0.1529	0.0847	0.0749	0.0505	0.0114	-0.0031	0.0094	0.1129	0.0426	0.0421	0.0460	0.0173
                                            Abbreviator	0.0371	0.0744	0.0083	0.0841	0.0529	-0.0042	-0.0311	0.0244	0.1179	0.0360	0.0343	0.0452	0.0110	-0.0122	0.0068	0.0744	0.0230	-0.0056	0.0351	-0.0025
                                     Four color theorem	0.0378	0.0985	0.0228	0.1099	0.0738	0.0068	-0.0057	0.0297	0.1692	0.0528	0.0560	0.0576	0.0068	-0.0071	0.0288	0.1059	0.0372	0.0068	0.0479	0.0030
                                                  Broch	0.0529	0.0941	0.0221	0.0878	0.0871	0.0138	-0.0195	0.0414	0.1512	0.0549	0.0576	0.0579	0.0278	0.0031	0.0155	0.0976	0.0359	0.0131	0.0523	0.0179
                             G protein–coupled receptor	0.0309	0.0863	0.0236	0.1220	0.0677	0.0222	-0.0128	0.0198	0.1514	0.0458	0.0502	0.0488	0.0077	-0.0056	0.0088	0.1264	0.0406	0.0035	0.0430	0.0041
                                              Hydroxide	0.0405	0.0995	0.0292	0.1085	0.0801	0.0266	-0.0070	0.0349	0.1739	0.0730	0.0575	0.0649	0.0227	0.0034	0.0289	0.2247	0.0666	0.0113	0.0593	0.0131
                                          Detroit Lions	0.0369	0.0922	0.0304	0.0980	0.0978	0.0230	-0.0069	0.0370	0.1452	0.0800	0.0607	0.0489	0.0119	-0.0046	0.0033	0.0926	0.0358	0.0270	0.0419	0.0113
                                        Teochew cuisine	0.0128	0.0673	0.0117	0.0563	0.0353	-0.0064	-0.0284	0.0165	0.1123	0.0367	0.0279	0.0347	0.0027	-0.0131	-0.0077	0.0541	0.0165	-0.0101	0.0161	-0.0107
                                    Transport in France	0.0429	0.1120	0.0391	0.1095	0.0916	0.0351	-0.0085	0.0389	0.1754	0.0850	0.0712	0.0464	0.0341	0.0044	0.0114	0.1225	0.0526	0.0260	0.0438	0.0125
                                                  Hamas	0.0595	0.1089	0.0587	0.1299	0.1205	0.0353	0.0022	0.0560	0.1556	0.1032	0.0777	0.0526	0.0130	0.0108	0.0081	0.1231	0.0541	0.0504	0.0601	0.0350
                                                Alberta	0.0506	0.1149	0.0645	0.1348	0.1136	0.0448	-0.0027	0.0510	0.1708	0.1093	0.0848	0.0498	0.0342	0.0027	0.0144	0.1329	0.0625	0.0474	0.0497	0.0157
                                                  Diode	0.0260	0.1110	0.0253	0.1025	0.0684	0.0049	-0.0220	0.0294	0.1872	0.0522	0.0495	0.0507	0.0116	-0.0057	0.0220	0.1407	0.0543	0.0039	0.0401	0.0013
                                         Ardal O'Hanlon	0.0433	0.0871	0.0346	0.0813	0.0936	0.0121	-0.0187	0.0379	0.1332	0.0633	0.0677	0.0288	0.0078	-0.0044	-0.0004	0.0767	0.0319	0.0527	0.0373	0.0143
                                             Hellbender	0.0471	0.0989	0.0420	0.1321	0.0949	0.0276	0.0053	0.0379	0.1566	0.0775	0.0722	0.0624	0.0113	-0.0015	0.0093	0.1327	0.0443	0.0266	0.0523	0.0159
                                              Gemini 10	0.0292	0.0728	0.0176	0.0741	0.0634	0.0058	-0.0257	0.0207	0.1414	0.0346	0.0442	0.0288	0.0115	-0.0015	0.0058	0.0997	0.0334	0.0004	0.0260	-0.0004
                                                   Bock	0.0348	0.1007	0.0510	0.1143	0.0953	0.0321	-0.0014	0.0427	0.1547	0.0840	0.0792	0.0502	0.0139	0.0021	0.0053	0.1120	0.0634	0.0495	0.0450	0.0135
                                      Severus Alexander	0.0803	0.0852	0.0399	0.1013	0.0787	0.0184	-0.0054	0.0421	0.1569	0.0793	0.0633	0.0617	0.0073	-0.0032	0.0075	0.0941	0.0364	0.0265	0.0506	0.0391
                                              Copyright	0.0530	0.1231	0.0422	0.1424	0.1056	0.0260	-0.0126	0.0541	0.1846	0.0816	0.0690	0.0543	0.0152	-0.0004	0.0196	0.1304	0.0559	0.0271	0.0611	0.0162
                                                 Dhimmi	0.0795	0.0921	0.0522	0.1282	0.1024	0.0316	-0.0018	0.0642	0.1782	0.1073	0.0654	0.0699	0.0120	-0.0007	0.0163	0.1202	0.0469	0.0331	0.0785	0.0328
                                      Geography of Chad	0.0288	0.0758	0.0105	0.0722	0.0680	0.0171	-0.0294	0.0304	0.1344	0.0691	0.0457	0.0412	0.0590	-0.0069	0.0087	0.0890	0.0263	0.0006	0.0303	-0.0051
                                       Plague (disease)	0.0613	0.1088	0.0563	0.1583	0.1196	0.0359	0.0004	0.0555	0.1884	0.1043	0.0870	0.0660	0.0199	-0.0008	0.0142	0.1468	0.0644	0.0437	0.0627	0.0243
                                           ISO/IEC 8859	0.0288	0.1266	0.0222	0.0622	0.0517	0.0067	-0.0168	0.0195	0.1206	0.0655	0.0283	0.0557	0.0137	-0.0095	-0.0019	0.0718	0.0333	0.0022	0.0297	0.0116
                          Foreign relations of Colombia	0.0495	0.1148	0.0545	0.1238	0.1092	0.0371	-0.0014	0.0676	0.1540	0.1114	0.0729	0.0519	0.0209	0.0024	0.0123	0.1249	0.0613	0.0476	0.0516	0.0187
                              Epistle to the Laodiceans	0.0866	0.1077	0.0381	0.1056	0.0916	0.0150	-0.0153	0.0481	0.1713	0.0696	0.0555	0.0834	0.0196	0.0058	0.0141	0.1062	0.0432	0.0204	0.0521	0.0228
                                      Bézout's identity	0.0223	0.1011	0.0151	0.0757	0.0612	0.0058	-0.0155	0.0171	0.1317	0.0395	0.0402	0.0471	0.0014	-0.0096	0.0575	0.0845	0.0407	0.0036	0.0337	0.0051
                                     Alexander Jannaeus	0.0465	0.0619	0.0387	0.0954	0.0785	0.0088	-0.0191	0.0430	0.1628	0.0759	0.0413	0.0467	0.0061	0.0008	0.0046	0.0943	0.0258	0.0219	0.0412	0.0221
                                       Corona Australis	0.0345	0.0691	0.0354	0.0935	0.0765	0.0169	-0.0139	0.0261	0.1577	0.0536	0.0527	0.0289	0.0069	-0.0033	0.0024	0.1157	0.0419	0.0157	0.0343	0.0038
                                        Gulf of Finland	0.0515	0.0902	0.0406	0.0921	0.0878	0.0359	-0.0014	0.0479	0.1562	0.0953	0.0704	0.0593	0.0322	0.0084	0.0155	0.1112	0.0389	0.0269	0.0463	0.0328
                                               Dominoes	0.0322	0.1129	0.0305	0.0995	0.1076	0.0101	-0.0142	0.0337	0.1593	0.0618	0.0599	0.0592	0.0123	-0.0045	0.0105	0.1024	0.0377	0.0133	0.0396	0.0068
                                           Fantasy film	0.0338	0.0729	0.0110	0.0623	0.0551	-0.0018	-0.0256	0.0231	0.1323	0.0298	0.0462	0.0318	0.0105	-0.0094	0.0042	0.0610	0.0235	0.0398	0.0394	0.0124
                                          Dar es Salaam	0.0414	0.0814	0.0345	0.1004	0.0772	0.0282	-0.0154	0.0434	0.1378	0.0820	0.0584	0.0390	0.0304	0.0025	0.0089	0.0964	0.0434	0.0197	0.0399	0.0104
                                                 Elijah	0.0544	0.0867	0.0278	0.0922	0.0701	0.0151	-0.0126	0.0398	0.1390	0.0676	0.0525	0.0561	0.0150	-0.0046	0.0117	0.0866	0.0364	0.0215	0.0470	0.0217
                                 Politics of Costa Rica	0.0457	0.0985	0.0389	0.1042	0.0897	0.0294	-0.0126	0.0467	0.1525	0.0846	0.0465	0.0451	0.0206	0.0036	0.0111	0.1047	0.0422	0.0186	0.0530	0.0120
                                  Demographics of Gabon	0.0276	0.0743	0.0125	0.0698	0.0445	0.0220	-0.0158	0.0214	0.0996	0.0754	0.0301	0.0213	0.0052	-0.0124	0.0000	0.0612	0.0184	0.0068	0.0220	0.0014
                    Demographics of Antigua and Barbuda	0.0201	0.0599	0.0039	0.0481	0.0354	0.0105	-0.0170	0.0115	0.0718	0.0598	0.0259	0.0138	0.0068	-0.0096	-0.0026	0.0464	0.0113	0.0020	0.0085	0.0011
                                   Acquis communautaire	0.0211	0.0974	0.0235	0.0871	0.0653	0.0234	-0.0200	0.0580	0.1216	0.0806	0.0259	0.0335	0.0177	-0.0091	0.0012	0.0982	0.0267	0.0036	0.0437	-0.0056
